"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&cc=AUS&lngmin=142&lngmax=148.5&latmin=-18.6&latmax=-23.9&pgm=gplates,scotese,seton&pgs=early,mid,late&show=full,genus,subgenus,strat,lith,env,resgroup"
"Access Time","Sun 2026-03-22 01:34:47 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","lngmin","142"
"","lngmax","148.5"
"","latmin","-18.6"
"","latmax","-23.9"
"","pgm","gplates,scotese,seton"
"","pgs","early,mid,late"
"","cc","AUS"
"","timerule","major"
"","taxon_status","all"
"","show","full,genus,subgenus,strat,lith,env,resgroup"
"Elapsed Time","0.116"
"Records Found","2068"
"Records Returned","2068"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","container_no","collection_aka","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleoage_b","paleolng_b","paleolat_b","paleoage_c","paleolng_c","paleolat_c","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleoage2_b","paleolng2_b","paleolat2_b","paleoage2_c","paleolng2_c","paleolat2_c","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","paleoage3_b","paleolng3_b","paleolat3_b","paleoage3_c","paleolng3_c","paleolat3_c","cc","protected","direct_ma_value","direct_ma_error","direct_ma_unit","direct_ma_method","max_ma_value","max_ma_error","max_ma_unit","max_ma_method","min_ma_value","min_ma_error","min_ma_unit","min_ma_method","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","size_classes","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","research_group","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","geological_group","member","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","research_group"
"1146772","occ","","","146117","Eognathodus bipennatus","genus","33912","species not entered","Eognathodus","","genus","33912","Givetian","","387.95","382.31","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","NO_FAMILY_SPECIFIED","Eognathodus","","12","specimens","144.805557","-19.401667","","Jesseys 61.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","128.47","-17.18","mid","129.51","-17.46","late","130.21","-17.63","scotese","801","early","153.43","-10.15","mid","151.06","-11.22","late","149.46","-11.90","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","Middle varcus","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Eognathodus","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146773","occ","","","146113","Prioniodina sardinia","genus","34036","species not entered","Prioniodina","","genus","34036","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Prioniodinida","Prioniodinidae","Prioniodina","","1","specimens","144.805557","-19.401667","","Jesseys 54.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Prioniodina","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146774","occ","","","146115","Prioniodina sardinia","genus","34036","species not entered","Prioniodina","","genus","34036","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Prioniodinida","Prioniodinidae","Prioniodina","","1","specimens","144.805557","-19.401667","","Jesseys 54.2, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Prioniodina","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146775","occ","","","146117","Prioniodina sardinia","genus","34036","species not entered","Prioniodina","","genus","34036","Givetian","","387.95","382.31","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Prioniodinida","Prioniodinidae","Prioniodina","","13","specimens","144.805557","-19.401667","","Jesseys 61.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","128.47","-17.18","mid","129.51","-17.46","late","130.21","-17.63","scotese","801","early","153.43","-10.15","mid","151.06","-11.22","late","149.46","-11.90","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","Middle varcus","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Prioniodina","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146776","occ","","","146103","Pandorinellina expansa","genus","34007","species not entered","Pandorinellina","","genus","34007","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Polygnathidae","Pandorinellina","","3","specimens","144.805557","-19.401667","","Jesseys 42.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","australis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Pandorinellina","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146777","occ","","","146108","Pandorinellina expansa","genus","34007","species not entered","Pandorinellina","","genus","34007","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Polygnathidae","Pandorinellina","","2","specimens","144.805557","-19.401667","","Jesseys 49.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Pandorinellina","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146778","occ","","","146109","Pandorinellina expansa","genus","34007","species not entered","Pandorinellina","","genus","34007","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Polygnathidae","Pandorinellina","","5","specimens","144.805557","-19.401667","","Jesseys 50.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Pandorinellina","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146779","occ","","","146103","Tortodus kockelianus","genus","34092","species not entered","Tortodus","","genus","34092","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Spathognathodontidae","Tortodus","","1","specimens","144.805557","-19.401667","","Jesseys 42.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","australis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Tortodus","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146780","occ","","","146112","Tortodus variabilis","genus","34092","species not entered","Tortodus","","genus","34092","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Spathognathodontidae","Tortodus","","1","specimens","144.805557","-19.401667","","Jesseys 53.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Tortodus","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146781","occ","","","146115","Belodella devonica","genus","33860","species not entered","Belodella","","genus","33860","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Belodellida","Belodellidae","Belodella","","2","specimens","144.805557","-19.401667","","Jesseys 54.2, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Belodella","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146782","occ","","","146109","Coelocerodontus reduncus","genus","33881","species not entered","Coelocerodontus","","genus","33881","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","NO_CLASS_SPECIFIED","Conodontophorida","NO_FAMILY_SPECIFIED","Coelocerodontus","","2","specimens","144.805557","-19.401667","","Jesseys 50.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektobenthic","","carnivore","","","","hydroxyapatite","","","","Coelocerodontus","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146783","occ","","","146116","Coelocerodontus reduncus","genus","33881","species not entered","Coelocerodontus","","genus","33881","Givetian","","387.95","382.31","Mawson and Talent 1989","1989","47177","Chordata","NO_CLASS_SPECIFIED","Conodontophorida","NO_FAMILY_SPECIFIED","Coelocerodontus","","1","specimens","144.805557","-19.401667","","Jesseys 57.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","128.47","-17.18","mid","129.51","-17.46","late","130.21","-17.63","scotese","801","early","153.43","-10.15","mid","151.06","-11.22","late","149.46","-11.90","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","Lower varcus","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektobenthic","","carnivore","","","","hydroxyapatite","","","","Coelocerodontus","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146784","occ","","","146116","Dvorakia klapperi","genus","33906","species not entered","Dvorakia","","genus","33906","Givetian","","387.95","382.31","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Belodellida","Belodellidae","Dvorakia","","2","specimens","144.805557","-19.401667","","Jesseys 57.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","128.47","-17.18","mid","129.51","-17.46","late","130.21","-17.63","scotese","801","early","153.43","-10.15","mid","151.06","-11.22","late","149.46","-11.90","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","Lower varcus","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Dvorakia","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146785","occ","","","146113","Neopanderodus aequabilis","genus","33988","species not entered","Neopanderodus","","genus","33988","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Panderodontida","Panderodontidae","Neopanderodus","","2","specimens","144.805557","-19.401667","","Jesseys 54.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","ensensis","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Neopanderodus","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146786","occ","","","146116","Neopanderodus aequabilis","genus","33988","species not entered","Neopanderodus","","genus","33988","Givetian","","387.95","382.31","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Panderodontida","Panderodontidae","Neopanderodus","","3","specimens","144.805557","-19.401667","","Jesseys 57.0, Jessey Springs limestone, Broken River","","","AU","Queensland","Greenvale","estimated from map","seconds","","","outcrop","","gplates","801","early","128.47","-17.18","mid","129.51","-17.46","late","130.21","-17.63","scotese","801","early","153.43","-10.15","mid","151.06","-11.22","late","149.46","-11.90","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Lockup Well limestone","Broken River","","","Lower varcus","conodont","","","","","","","","","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collections are kept at the Earth Sciences department of the Macquarie University, NSW, Australia.","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Neopanderodus","Lockup Well limestone","Broken River","","well bedded bioclastic limestone and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146787","occ","","","146121","Icriodus struvei","genus","33945","species not entered","Icriodus","","genus","33945","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Prioniodontida","Icriodontidae","Icriodus","","1","specimens","144.805557","-19.401667","","JES 8.4, Jessey Springs Limestone, Broken River","","","AU","Queensland","Pandanus","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Jessey Springs Limestone","Broken River ","","","australis","","","","","","","","","","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collection is stored at the Macquarie University, NSW, Australia","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Icriodus","Jessey Springs Limestone","Broken River ","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146788","occ","","","146118","Polygnathus costatus","species","267477","","Polygnathus costatus","","species","267477","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Polygnathidae","Polygnathus","","1","specimens","144.805557","-19.401667","","JES 2.5, Jessey Springs Limestone, Broken River","","","AU","Queensland","Pandanus","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Jessey Springs Limestone","Broken River ","","","australis","","","","","","","","","","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collection is stored at the Macquarie University, NSW, Australia","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Polygnathus","Jessey Springs Limestone","Broken River ","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146789","occ","","","146120","Polygnathus costatus","species","267477","","Polygnathus costatus","","species","267477","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Polygnathidae","Polygnathus","","1","specimens","144.805557","-19.401667","","JES 6.6, Jessey Springs Limestone, Broken River","","","AU","Queensland","Pandanus","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Jessey Springs Limestone","Broken River ","","","australis","","","","","","","","","","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collection is stored at the Macquarie University, NSW, Australia","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Polygnathus","Jessey Springs Limestone","Broken River ","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146790","occ","","","146122","Polygnathus costatus","species","267477","","Polygnathus costatus","","species","267477","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","Chordata","Conodonta","Ozarkodinida","Polygnathidae","Polygnathus","","1","specimens","144.805557","-19.401667","","JES 12.2, Jessey Springs Limestone, Broken River","","","AU","Queensland","Pandanus","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Jessey Springs Limestone","Broken River ","","","australis","","","","","","","","","","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collection is stored at the Macquarie University, NSW, Australia","","mid-Pz","","","actively mobile","nektonic","well-developed","carnivore","","","","hydroxyapatite","","","","Polygnathus","Jessey Springs Limestone","Broken River ","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
"1146791","occ","","","146121","Polygnathus linguiformis linguiformis","","0","taxon not entered","","","","","Eifelian","","393.47","387.95","Mawson and Talent 1989","1989","47177","","","","","","","1","specimens","144.805557","-19.401667","","JES 8.4, Jessey Springs Limestone, Broken River","","","AU","Queensland","Pandanus","estimated from map","seconds","","","outcrop","","gplates","801","early","126.93","-16.76","mid","127.43","-16.87","late","128.47","-17.18","scotese","801","early","157.32","-8.24","mid","155.78","-9.02","late","153.43","-10.15","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Jessey Springs Limestone","Broken River ","","","australis","","","","","","","","","","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","open shallow subtidal","","","mesofossils,microfossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","biostratigraphic","bulk,acetic,field collection","","","","","Mawson, Talent","","Collection is stored at the Macquarie University, NSW, Australia","","mid-Pz","","","","","","","","","","","","","","","Jessey Springs Limestone","Broken River ","","well bedded bioclastic limestones and subordinate massive limestones.","""limestone""","massive","","","Y","","","","","","mid-Pz"
